Permutation,TrainDur,Subject,BestLambda,SpecAccuracy,GenAccuracy
19,30,4,0.1,0.0100319500782603,0.00042144022156252
19,30,5,10,0.0376335433648961,0.0247302647204567
19,30,6,100000,0.030500342081141,0.0249832226326402
19,30,7,0.1,0.0169325825190225,0.0201815273592874
19,30,8,10,0.027911369958844,0.0227449179003741
19,30,9,100000,0.00887516146661063,0.00745640339215256
19,30,10,100000,0.00752387617623958,0.0366687019395463
19,30,11,0.1,0.00389069675557352,0.0040857590393117
19,30,12,0.1,0.0134291071928914,0.0148381568235269
19,30,13,215.443469003188,0.0114387389153752,0.0170935757400338
19,30,14,0.464158883361278,0.0197793019735497,0.00733170769868564
19,30,15,10,-0.00122550301320394,0.0153493025489643
19,30,16,2.15443469003188,0.00891673756622961,0.0133658628031974
19,30,17,46.4158883361278,0.00238990330389901,0.00163516628336575
19,30,18,2.15443469003188,0.00700609608739074,0.0105069813595412
19,30,19,100000,0.0121998932788917,0.0155936307230172
19,60,1,100000,0.0121693085935005,0.0135332311072208
19,60,2,100000,-0.0102453453009397,0.00481968079545952
19,60,3,46.4158883361278,0.0220371466530315,0.017641963496279
19,60,4,100000,0.0144565451031246,0.00640480442249997
19,60,5,10,0.0370318325912556,0.0245148992805931
19,60,6,100000,0.0312646380711934,0.0270635734905926
19,60,7,0.1,0.0139057577553003,0.0193665607290092
19,60,8,2.15443469003188,0.0196226259142228,0.0184037122877013
19,60,9,100000,0.00506277650867054,0.00275613830860095
19,60,10,10,0.020623535773418,0.021719125896125
19,60,11,2.15443469003188,-0.00357755755868399,0.00986423924688869
19,60,12,2.15443469003188,0.012878928201918,0.0201677606492862
19,60,13,46.4158883361278,0.0163602793883862,0.0158179232870729
19,60,14,0.464158883361278,0.0265291801925145,0.00734032019319901
19,60,15,0.1,0.00503932408126734,0.0113275051490264
19,60,16,0.1,0.0127714003405226,0.0211337783047635
19,60,17,2.15443469003188,0.00675805251933399,0.00917424910775839
19,60,18,0.1,0.00538989181253943,0.00880265215934951
19,60,19,0.464158883361278,0.0130351345612312,0.0242194423297833
19,150,1,10,0.0168507536871439,0.00886272226302814
19,150,2,100000,-0.00617411218892709,0.00539743571766768
19,150,3,0.1,0.0305252835221419,0.0240343744121859
19,150,4,100000,0.0218148081455242,-0.00109441367478779
19,150,5,0.464158883361278,0.034267525077278,0.0351374030011956
19,150,6,0.1,0.0415705956666862,0.0303981505545343
19,150,7,2.15443469003188,0.0175964135802211,0.0290325309448398
19,150,8,0.1,0.0273475248279234,0.0346546917988061
19,150,9,100000,0.0116995951690766,0.000120831338886702
19,150,10,10,0.0449845375794399,0.0312175949232517
19,150,11,2.15443469003188,-0.00365157588702519,0.0108889766190616
19,150,12,2.15443469003188,0.0142997589054811,0.025543617180658
19,150,13,0.464158883361278,0.0233305854196391,0.0204424612239743
19,150,14,2.15443469003188,0.0351306709703026,0.0222070637027442
19,150,15,0.1,-0.00153231829329989,0.0162522591756501
19,150,16,0.1,0.00978144049064793,0.0318108228417101
19,150,17,2.15443469003188,0.00836558511135809,0.0129490286126721
19,150,18,0.464158883361278,0.012408894304574,0.0108234929357916
19,150,19,0.1,0.0110069629104876,0.0273051883456024
19,300,1,0.1,0.0223771084963321,0.011139623387329
19,300,2,0.464158883361278,0.000123631214929401,0.00740778448494182
19,300,3,0.1,0.0333836663386534,0.0234238183839959
19,300,4,0.1,0.0173581319967088,-0.00242700921444434
19,300,5,2.15443469003188,0.0312337724243312,0.0342948185672018
19,300,6,0.1,0.0475863076527749,0.0398691071640365
19,300,7,2.15443469003188,0.0245147712774428,0.0316235945107153
19,300,8,0.464158883361278,0.0361135989065047,0.0320352292234858
19,300,9,0.1,0.0106124920258926,-0.000566491914252069
19,300,10,2.15443469003188,0.0377965890093041,0.0293742165236888
19,300,11,2.15443469003188,-0.00267341041890618,0.0102023301251015
19,300,12,0.1,0.0151948087031153,0.0258683583956559
19,300,13,0.464158883361278,0.0289789470416488,0.0256539879072561
19,300,14,0.464158883361278,0.0283424780502918,0.0230967932183633
19,300,15,0.1,0.00177282252464995,0.016607910317636
19,300,16,10,0.00375838804681188,0.0294623675511647
19,300,17,0.464158883361278,0.0107924616358501,0.0101535547045365
19,300,18,0.464158883361278,0.0063775954634383,0.0135762080832006
19,300,19,0.464158883361278,0.0175326647428315,0.0275778307390631
19,600,1,46.4158883361278,0.0306224894179298,0.01542826748885
19,600,2,0.464158883361278,0.00717411040199457,0.00803821786319802
19,600,3,0.1,0.0364320158499234,0.0283792183564501
19,600,4,0.1,0.0208334205823195,-0.00317589377215132
19,600,5,2.15443469003188,0.0366755607947261,0.0406630770909614
19,600,6,0.464158883361278,0.0519025144826749,0.0368553968304704
19,600,7,46.4158883361278,0.0238245341455261,0.0313978993081239
19,600,8,10,0.0436030384447874,0.037763084480469
19,600,9,100000,0.00887835810124318,0.00405153559941118
19,600,10,46.4158883361278,0.0507410250967042,0.0386000480229351
19,600,11,10,-0.00295642642733213,0.0110586794725154
19,600,12,0.464158883361278,0.0194484641636651,0.0249435639992391
19,600,13,0.464158883361278,0.0311674548716978,0.0253527093302829
19,600,14,10,0.0269111952208428,0.0279530557158184
19,600,15,2.15443469003188,0.00658998864668576,0.017253311094825
19,600,16,2.15443469003188,0.0113825228052954,0.0277002827848804
19,600,17,2.15443469003188,0.0159989325714742,0.00927431543762734
19,600,18,46.4158883361278,0.00874665235920519,0.0163376942611261
19,600,19,10,0.0262806157463617,0.0303986264284539
19,900,1,46.4158883361278,0.0347588314671484,0.018864478713971
19,900,2,0.1,0.00434428162211954,0.00841633274791174
19,900,3,0.464158883361278,0.0381261043292833,0.0252844369159974
19,900,4,0.1,0.0198704197048205,-0.000734488428257028
19,900,5,10,0.0406045382801175,0.0416556273826487
19,900,6,100000,0.0500412494008222,0.0331290426503317
19,900,7,46.4158883361278,0.0255144347185641,0.0299658262641506
19,900,8,10,0.0445500743512616,0.0366363443485792
19,900,9,100000,0.00926414748678456,0.004897107942878
19,900,10,46.4158883361278,0.0516921529092063,0.0370450578279493
19,900,11,2.15443469003188,0.000548457049670262,0.0124432947516245
19,900,12,0.1,0.0260048318442568,0.0219307425793089
19,900,13,0.464158883361278,0.0320027380059981,0.0237516293320213
19,900,14,10,0.0315496819277762,0.0259459749647125
19,900,15,2.15443469003188,0.0109467287986392,0.0144170519688891
19,900,16,0.464158883361278,0.0160545462515026,0.0250837349358069
19,900,17,10,0.0203547606217926,0.0074712260747454
19,900,18,46.4158883361278,0.0124512529691075,0.013753457627159
19,900,19,10,0.0292964685090857,0.0315286027287832
19,1200,1,46.4158883361278,0.037423069033291,0.0162764839976733
19,1200,2,2.15443469003188,0.00488056234265034,0.00807176479972249
19,1200,3,0.464158883361278,0.0398795256170216,0.025827331235271
19,1200,4,100000,0.0197395809471969,-0.00323278505463908
19,1200,5,46.4158883361278,0.0423487305747892,0.0417712232677851
19,1200,6,100000,0.046782524828725,0.0352917082703738
19,1200,7,100000,0.0219615002065382,0.0311212055327959
19,1200,8,10,0.0438011167131833,0.0353990965554967
19,1200,9,100000,0.00889624102981878,0.00483998625522822
19,1200,10,215.443469003188,0.0523431357927104,0.0359115882562089
19,1200,11,2.15443469003188,0.00521638050938472,0.0127781432627572
19,1200,12,2.15443469003188,0.0247735837653686,0.0239656534777672
19,1200,13,0.464158883361278,0.034143138746141,0.0254277176406466
19,1200,14,2.15443469003188,0.0337170658088675,0.0286080512346282
19,1200,15,2.15443469003188,0.0108456356645127,0.0147307869768832
19,1200,16,0.1,0.0192855693328459,0.0285108003382349
19,1200,17,215.443469003188,0.0203218478636531,0.00805080470624191
19,1200,18,10,0.0139483752105281,0.0134175530434132
19,1200,19,10,0.0281333991332621,0.0320072749851973
19,1500,1,46.4158883361278,0.0389053623510871,0.0164236757587209
19,1500,2,2.15443469003188,0.00770800744937517,0.00834246930465605
19,1500,3,0.1,0.0402911252241034,0.026640910226616
19,1500,4,100000,0.0223013212749593,-0.00295098826682939
19,1500,5,46.4158883361278,0.0440460283004273,0.0426106861406425
19,1500,6,100000,0.0498138371907612,0.0355559952347041
19,1500,7,1000,0.022945135570467,0.0311047885466753
19,1500,8,2.15443469003188,0.0439050387501897,0.036056695574889
19,1500,9,100000,0.0139136366718484,0.00492456219474645
19,1500,10,100000,0.0527474376525545,0.0368231500936324
19,1500,11,2.15443469003188,0.00940950054571465,0.0126920865627256
19,1500,12,0.464158883361278,0.0245895101002307,0.0236994758551491
19,1500,13,0.464158883361278,0.0330723486527629,0.0261564334435688
19,1500,14,10,0.0326923299703622,0.0296960400168232
19,1500,15,2.15443469003188,0.0121632341334568,0.0142477841127129
19,1500,16,0.1,0.01708410022529,0.0273088176415531
19,1500,17,46.4158883361278,0.0194464209108604,0.00666456135731499
19,1500,18,10,0.0142435913556922,0.0139722953786661
19,1500,19,10,0.0317728966235778,0.0318630958927907
19,1800,1,46.4158883361278,0.0391748207342026,0.0159022475146926
19,1800,2,2.15443469003188,0.00787086430462638,0.00811149145510208
19,1800,3,2.15443469003188,0.0409330035180954,0.0266415113077629
19,1800,4,100000,0.0223799862898502,-0.00222438690259035
19,1800,5,46.4158883361278,0.0455954823942636,0.0421585946460847
19,1800,6,100000,0.0482886210715421,0.0379964954362005
19,1800,7,100000,0.026150761388801,0.0319385463127677
19,1800,8,2.15443469003188,0.0437912144143439,0.03553006876493
19,1800,9,100000,0.0156217473915611,0.00413707347868382
19,1800,10,2.15443469003188,0.0525177407971111,0.0360894827076321
19,1800,11,2.15443469003188,0.010556499066209,0.012541375934168
19,1800,12,2.15443469003188,0.0253100610100649,0.0244614396029095
19,1800,13,0.464158883361278,0.0339547517851585,0.0272489503249458
19,1800,14,10,0.0321348837050975,0.0287905889505692
19,1800,15,2.15443469003188,0.010860112164066,0.0143919290146092
19,1800,16,0.1,0.0222713131568075,0.0278366049016064
19,1800,17,215.443469003188,0.0200265134289375,0.00696786791847488
19,1800,18,10,0.0144533830125626,0.0138676538962166
19,1800,19,10,0.0315245978555729,0.0311747951523088
19,2100,1,46.4158883361278,0.0394636905847512,0.0151400212526284
19,2100,2,2.15443469003188,0.0086209039618992,0.00750877005483225
19,2100,3,2.15443469003188,0.0410955964942751,0.0263947310075987
19,2100,4,100000,0.0221338714938531,-0.00299854278740239
19,2100,5,46.4158883361278,0.0458285570128651,0.0426179232900962
19,2100,6,100000,0.0493960542006736,0.0370414704406955
19,2100,7,215.443469003188,0.0265069208598268,0.0321108951666623
19,2100,8,2.15443469003188,0.0439130237067024,0.0350216402560835
19,2100,9,100000,0.0166510659772578,0.00375742007134346
19,2100,10,10,0.0539059844982201,0.034485191476268
19,2100,11,2.15443469003188,0.0100494976883282,0.012948385449655
19,2100,12,2.15443469003188,0.0248387682877405,0.023921042778149
19,2100,13,0.464158883361278,0.0340336062036804,0.0282378147020473
19,2100,14,10,0.0323349943699651,0.0294818877657097
19,2100,15,2.15443469003188,0.0100925544974395,0.0140582596219855
19,2100,16,0.1,0.0187474639613369,0.0278674916135606
19,2100,17,215.443469003188,0.0188493432620816,0.0066009330421041
19,2100,18,10,0.0125120313834037,0.0133560417169876
19,2100,19,2.15443469003188,0.0337825476629278,0.0319889070150546
20,30,1,2.15443469003188,0.00897737021802974,0.0119362834410732
20,30,2,100000,-0.0102949310689555,0.0115026161415652
20,30,3,10,0.0159279954552241,0.0288628263410222
20,30,4,0.1,0.0100319500782603,0.00042144022156252
20,30,5,10,0.0376335433648961,0.0247302647204567
20,30,6,100000,0.030500342081141,0.0249832226326402
20,30,7,0.1,0.0169325825190225,0.0201815273592874
20,30,8,10,0.027911369958844,0.0227449179003741
20,30,9,100000,0.00887516146661063,0.00745640339215256
20,30,10,100000,0.00752387617623958,0.0366687019395463
20,30,11,0.1,0.00389069675557352,0.0040857590393117
20,30,12,0.1,0.0134291071928914,0.0148381568235269
20,30,13,215.443469003188,0.0114387389153752,0.0170935757400338
20,30,14,0.464158883361278,0.0197793019735497,0.00733170769868564
20,30,15,10,-0.00122550301320394,0.0153493025489643
20,30,16,2.15443469003188,0.00891673756622961,0.0133658628031974
20,30,17,46.4158883361278,0.00238990330389901,0.00163516628336575
20,30,18,2.15443469003188,0.00700609608739074,0.0105069813595412
20,30,19,100000,0.0121998932788917,0.0155936307230172
20,60,1,100000,0.0121693085935005,0.0135332311072208
20,60,2,100000,-0.0102453453009397,0.00481968079545952
20,60,3,46.4158883361278,0.0220371466530315,0.017641963496279
20,60,4,100000,0.0144565451031246,0.00640480442249997
20,60,5,10,0.0370318325912556,0.0245148992805931
20,60,6,100000,0.0312646380711934,0.0270635734905926
20,60,7,0.1,0.0139057577553003,0.0193665607290092
20,60,8,2.15443469003188,0.0196226259142228,0.0184037122877013
20,60,9,100000,0.00506277650867054,0.00275613830860095
20,60,10,10,0.020623535773418,0.021719125896125
20,60,11,2.15443469003188,-0.00357755755868399,0.00986423924688869
20,60,12,2.15443469003188,0.012878928201918,0.0201677606492862
20,60,13,46.4158883361278,0.0163602793883862,0.0158179232870729
20,60,14,0.464158883361278,0.0265291801925145,0.00734032019319901
20,60,15,0.1,0.00503932408126734,0.0113275051490264
20,60,16,0.1,0.0127714003405226,0.0211337783047635
20,60,17,2.15443469003188,0.00675805251933399,0.00917424910775839
20,60,18,0.1,0.00538989181253943,0.00880265215934951
20,60,19,0.464158883361278,0.0130351345612312,0.0242194423297833
20,150,1,10,0.0168507536871439,0.00886272226302814
20,150,2,100000,-0.00617411218892709,0.00539743571766768
20,150,3,0.1,0.0305252835221419,0.0240343744121859
20,150,4,100000,0.0218148081455242,-0.00109441367478779
20,150,5,0.464158883361278,0.034267525077278,0.0351374030011956
20,150,6,0.1,0.0415705956666862,0.0303981505545343
20,150,7,2.15443469003188,0.0175964135802211,0.0290325309448398
20,150,8,0.1,0.0273475248279234,0.0346546917988061
20,150,9,100000,0.0116995951690766,0.000120831338886702
20,150,10,10,0.0449845375794399,0.0312175949232517
20,150,11,2.15443469003188,-0.00365157588702519,0.0108889766190616
20,150,12,2.15443469003188,0.0142997589054811,0.025543617180658
20,150,13,0.464158883361278,0.0233305854196391,0.0204424612239743
20,150,14,2.15443469003188,0.0351306709703026,0.0222070637027442
20,150,15,0.1,-0.00153231829329989,0.0162522591756501
20,150,16,0.1,0.00978144049064793,0.0318108228417101
20,150,17,2.15443469003188,0.00836558511135809,0.0129490286126721
20,150,18,0.464158883361278,0.012408894304574,0.0108234929357916
20,150,19,0.1,0.0110069629104876,0.0273051883456024
20,300,1,0.1,0.0223771084963321,0.011139623387329
20,300,2,0.464158883361278,0.000123631214929401,0.00740778448494182
20,300,3,0.1,0.0333836663386534,0.0234238183839959
20,300,4,0.1,0.0173581319967088,-0.00242700921444434
20,300,5,2.15443469003188,0.0312337724243312,0.0342948185672018
20,300,6,0.1,0.0475863076527749,0.0398691071640365
20,300,7,2.15443469003188,0.0245147712774428,0.0316235945107153
20,300,8,0.464158883361278,0.0361135989065047,0.0320352292234858
20,300,9,0.1,0.0106124920258926,-0.000566491914252069
20,300,10,2.15443469003188,0.0377965890093041,0.0293742165236888
20,300,11,2.15443469003188,-0.00267341041890618,0.0102023301251015
20,300,12,0.1,0.0151948087031153,0.0258683583956559
20,300,13,0.464158883361278,0.0289789470416488,0.0256539879072561
20,300,14,0.464158883361278,0.0283424780502918,0.0230967932183633
20,300,15,0.1,0.00177282252464995,0.016607910317636
20,300,16,10,0.00375838804681188,0.0294623675511647
20,300,17,0.464158883361278,0.0107924616358501,0.0101535547045365
20,300,18,0.464158883361278,0.0063775954634383,0.0135762080832006
20,300,19,0.464158883361278,0.0175326647428315,0.0275778307390631
20,600,1,46.4158883361278,0.0306224894179298,0.01542826748885
20,600,2,0.464158883361278,0.00717411040199457,0.00803821786319802
20,600,3,0.1,0.0364320158499234,0.0283792183564501
20,600,4,0.1,0.0208334205823195,-0.00317589377215132
20,600,5,2.15443469003188,0.0366755607947261,0.0406630770909614
20,600,6,0.464158883361278,0.0519025144826749,0.0368553968304704
20,600,7,46.4158883361278,0.0238245341455261,0.0313978993081239
20,600,8,10,0.0436030384447874,0.037763084480469
20,600,9,100000,0.00887835810124318,0.00405153559941118
20,600,10,46.4158883361278,0.0507410250967042,0.0386000480229351
20,600,11,10,-0.00295642642733213,0.0110586794725154
20,600,12,0.464158883361278,0.0194484641636651,0.0249435639992391
20,600,13,0.464158883361278,0.0311674548716978,0.0253527093302829
20,600,14,10,0.0269111952208428,0.0279530557158184
20,600,15,2.15443469003188,0.00658998864668576,0.017253311094825
20,600,16,2.15443469003188,0.0113825228052954,0.0277002827848804
20,600,17,2.15443469003188,0.0159989325714742,0.00927431543762734
20,600,18,46.4158883361278,0.00874665235920519,0.0163376942611261
20,600,19,10,0.0262806157463617,0.0303986264284539
20,900,1,46.4158883361278,0.0347588314671484,0.018864478713971
20,900,2,0.1,0.00434428162211954,0.00841633274791174
20,900,3,0.464158883361278,0.0381261043292833,0.0252844369159974
20,900,4,0.1,0.0198704197048205,-0.000734488428257028
20,900,5,10,0.0406045382801175,0.0416556273826487
20,900,6,100000,0.0500412494008222,0.0331290426503317
20,900,7,46.4158883361278,0.0255144347185641,0.0299658262641506
20,900,8,10,0.0445500743512616,0.0366363443485792
20,900,9,100000,0.00926414748678456,0.004897107942878
20,900,10,46.4158883361278,0.0516921529092063,0.0370450578279493
20,900,11,2.15443469003188,0.000548457049670262,0.0124432947516245
20,900,12,0.1,0.0260048318442568,0.0219307425793089
20,900,13,0.464158883361278,0.0320027380059981,0.0237516293320213
20,900,14,10,0.0315496819277762,0.0259459749647125
20,900,15,2.15443469003188,0.0109467287986392,0.0144170519688891
20,900,16,0.464158883361278,0.0160545462515026,0.0250837349358069
20,900,17,10,0.0203547606217926,0.0074712260747454
20,900,18,46.4158883361278,0.0124512529691075,0.013753457627159
20,900,19,10,0.0292964685090857,0.0315286027287832
20,1200,1,46.4158883361278,0.037423069033291,0.0162764839976733
20,1200,2,2.15443469003188,0.00488056234265034,0.00807176479972249
20,1200,3,0.464158883361278,0.0398795256170216,0.025827331235271
20,1200,4,100000,0.0197395809471969,-0.00323278505463908
20,1200,5,46.4158883361278,0.0423487305747892,0.0417712232677851
20,1200,6,100000,0.046782524828725,0.0352917082703738
20,1200,7,100000,0.0219615002065382,0.0311212055327959
20,1200,8,10,0.0438011167131833,0.0353990965554967
20,1200,9,100000,0.00889624102981878,0.00483998625522822
20,1200,10,215.443469003188,0.0523431357927104,0.0359115882562089
20,1200,11,2.15443469003188,0.00521638050938472,0.0127781432627572
20,1200,12,2.15443469003188,0.0247735837653686,0.0239656534777672
20,1200,13,0.464158883361278,0.034143138746141,0.0254277176406466
20,1200,14,2.15443469003188,0.0337170658088675,0.0286080512346282
20,1200,15,2.15443469003188,0.0108456356645127,0.0147307869768832
20,1200,16,0.1,0.0192855693328459,0.0285108003382349
20,1200,17,215.443469003188,0.0203218478636531,0.00805080470624191
20,1200,18,10,0.0139483752105281,0.0134175530434132
20,1200,19,10,0.0281333991332621,0.0320072749851973
20,1500,1,46.4158883361278,0.0389053623510871,0.0164236757587209
20,1500,2,2.15443469003188,0.00770800744937517,0.00834246930465605
20,1500,3,0.1,0.0402911252241034,0.026640910226616
20,1500,4,100000,0.0223013212749593,-0.00295098826682939
20,1500,5,46.4158883361278,0.0440460283004273,0.0426106861406425
20,1500,6,100000,0.0498138371907612,0.0355559952347041
20,1500,7,1000,0.022945135570467,0.0311047885466753
20,1500,8,2.15443469003188,0.0439050387501897,0.036056695574889
20,1500,9,100000,0.0139136366718484,0.00492456219474645
20,1500,10,100000,0.0527474376525545,0.0368231500936324
20,1500,11,2.15443469003188,0.00940950054571465,0.0126920865627256
20,1500,12,0.464158883361278,0.0245895101002307,0.0236994758551491
20,1500,13,0.464158883361278,0.0330723486527629,0.0261564334435688
20,1500,14,10,0.0326923299703622,0.0296960400168232
20,1500,15,2.15443469003188,0.0121632341334568,0.0142477841127129
20,1500,16,0.1,0.01708410022529,0.0273088176415531
20,1500,17,46.4158883361278,0.0194464209108604,0.00666456135731499
20,1500,18,10,0.0142435913556922,0.0139722953786661
20,1500,19,10,0.0317728966235778,0.0318630958927907
20,1800,1,46.4158883361278,0.0391748207342026,0.0159022475146926
20,1800,2,2.15443469003188,0.00787086430462638,0.00811149145510208
20,1800,3,2.15443469003188,0.0409330035180954,0.0266415113077629
20,1800,4,100000,0.0223799862898502,-0.00222438690259035
20,1800,5,46.4158883361278,0.0455954823942636,0.0421585946460847
20,1800,6,100000,0.0482886210715421,0.0379964954362005
20,1800,7,100000,0.026150761388801,0.0319385463127677
20,1800,8,2.15443469003188,0.0437912144143439,0.03553006876493
20,1800,9,100000,0.0156217473915611,0.00413707347868382
20,1800,10,2.15443469003188,0.0525177407971111,0.0360894827076321
20,1800,11,2.15443469003188,0.010556499066209,0.012541375934168
20,1800,12,2.15443469003188,0.0253100610100649,0.0244614396029095
20,1800,13,0.464158883361278,0.0339547517851585,0.0272489503249458
20,1800,14,10,0.0321348837050975,0.0287905889505692
20,1800,15,2.15443469003188,0.010860112164066,0.0143919290146092
20,1800,16,0.1,0.0222713131568075,0.0278366049016064
20,1800,17,215.443469003188,0.0200265134289375,0.00696786791847488
20,1800,18,10,0.0144533830125626,0.0138676538962166
20,1800,19,10,0.0315245978555729,0.0311747951523088
20,2100,1,46.4158883361278,0.0394636905847512,0.0151400212526284
20,2100,2,2.15443469003188,0.0086209039618992,0.00750877005483225
20,2100,3,2.15443469003188,0.0410955964942751,0.0263947310075987
20,2100,4,100000,0.0221338714938531,-0.00299854278740239
20,2100,5,46.4158883361278,0.0458285570128651,0.0426179232900962
20,2100,6,100000,0.0493960542006736,0.0370414704406955
20,2100,7,215.443469003188,0.0265069208598268,0.0321108951666623
20,2100,8,2.15443469003188,0.0439130237067024,0.0350216402560835
20,2100,9,100000,0.0166510659772578,0.00375742007134346
20,2100,10,10,0.0539059844982201,0.034485191476268
20,2100,11,2.15443469003188,0.0100494976883282,0.012948385449655
20,2100,12,2.15443469003188,0.0248387682877405,0.023921042778149
20,2100,13,0.464158883361278,0.0340336062036804,0.0282378147020473
20,2100,14,10,0.0323349943699651,0.0294818877657097
20,2100,15,2.15443469003188,0.0100925544974395,0.0140582596219855
20,2100,16,0.1,0.0187474639613369,0.0278674916135606
20,2100,17,215.443469003188,0.0188493432620816,0.0066009330421041
20,2100,18,10,0.0125120313834037,0.0133560417169876
20,2100,19,2.15443469003188,0.0337825476629278,0.0319889070150546
21,30,1,2.15443469003188,0.00897737021802972,0.0119362834410732
21,30,2,100000,-0.0102949310689555,0.0115026161415652
21,30,3,10,0.0159279954552241,0.0288628263410222
21,30,4,0.1,0.0100319500782603,0.00042144022156252
21,30,5,10,0.0376335433648961,0.0247302647204568
21,30,6,100000,0.030500342081141,0.0249832226326402
21,30,7,0.1,0.0169325825190224,0.0201815273592874
21,30,8,10,0.027911369958844,0.0227449179003741
21,30,9,100000,0.00887516146661068,0.00745640339215255
21,30,10,100000,0.00752387617623961,0.0366687019395463
21,30,11,0.1,0.00389069675557351,0.00408575903931169
21,30,12,0.1,0.0134291071928914,0.0148381568235268
21,30,13,215.443469003188,0.0114387389153752,0.0170935757400338
21,30,14,0.464158883361278,0.0197793019735497,0.00733170769868564
21,30,15,10,-0.00122550301320394,0.0153493025489643
21,30,16,2.15443469003188,0.00891673756622962,0.0133658628031974
21,30,17,46.4158883361278,0.002389903303899,0.00163516628336573
21,30,18,2.15443469003188,0.00700609608739074,0.0105069813595412
21,30,19,100000,0.0121998932788917,0.0155936307230172
21,60,1,100000,0.0121693085935004,0.0135332311072208
21,60,2,100000,-0.0102453453009397,0.00481968079545952
21,60,3,46.4158883361278,0.0220371466530315,0.017641963496279
21,60,4,100000,0.0144565451031246,0.00640480442249995
21,60,5,10,0.0370318325912556,0.0245148992805931
21,60,6,100000,0.0312646380711934,0.0270635734905926
21,60,7,0.1,0.0139057577553002,0.0193665607290092
21,60,8,2.15443469003188,0.0196226259142228,0.0184037122877013
21,60,9,100000,0.00506277650867053,0.00275613830860095
21,60,10,10,0.020623535773418,0.021719125896125
21,60,11,2.15443469003188,-0.003577557558684,0.00986423924688867
21,60,12,2.15443469003188,0.012878928201918,0.0201677606492862
21,60,13,46.4158883361278,0.0163602793883862,0.0158179232870729
21,60,14,0.464158883361278,0.0265291801925145,0.00734032019319904
21,60,15,0.1,0.00503932408126734,0.0113275051490264
21,60,16,0.1,0.0127714003405226,0.0211337783047635
21,60,17,2.15443469003188,0.00675805251933399,0.00917424910775839
21,60,18,0.1,0.00538989181253943,0.00880265215934952
21,60,19,0.464158883361278,0.0130351345612312,0.0242194423297833
21,150,1,10,0.0168507536871439,0.00886272226302813
21,150,2,100000,-0.00617411218892709,0.00539743571766767
21,150,3,0.1,0.0305252835221419,0.0240343744121859
21,150,4,100000,0.0218148081455242,-0.00109441367478778
21,150,5,0.464158883361278,0.034267525077278,0.0351374030011956
21,150,6,0.1,0.0415705956666862,0.0303981505545343
21,150,7,2.15443469003188,0.0175964135802211,0.0290325309448398
21,150,8,0.1,0.0273475248279234,0.0346546917988061
21,150,9,100000,0.0116995951690766,0.000120831338886699
21,150,10,10,0.0449845375794399,0.0312175949232517
21,150,11,2.15443469003188,-0.00365157588702518,0.0108889766190616
21,150,12,2.15443469003188,0.0142997589054811,0.025543617180658
21,150,13,0.464158883361278,0.0233305854196391,0.0204424612239743
21,150,14,2.15443469003188,0.0351306709703026,0.0222070637027442
21,150,15,0.1,-0.00153231829329989,0.0162522591756501
21,150,16,0.1,0.00978144049064796,0.0318108228417101
21,150,17,2.15443469003188,0.00836558511135808,0.0129490286126721
21,150,18,0.464158883361278,0.012408894304574,0.0108234929357916
21,150,19,0.1,0.0110069629104875,0.0273051883456024
21,300,1,0.1,0.0223771084963321,0.011139623387329
21,300,2,0.464158883361278,0.000123631214929403,0.00740778448494181
21,300,3,0.1,0.0333836663386534,0.0234238183839959
21,300,4,0.1,0.0173581319967088,-0.00242700921444434
21,300,5,2.15443469003188,0.0312337724243312,0.0342948185672018
21,300,6,0.1,0.0475863076527749,0.0398691071640365
21,300,7,2.15443469003188,0.0245147712774428,0.0316235945107153
21,300,8,0.464158883361278,0.0361135989065048,0.0320352292234858
21,300,9,0.1,0.0106124920258926,-0.000566491914252067
21,300,10,2.15443469003188,0.0377965890093041,0.0293742165236888
21,300,11,2.15443469003188,-0.00267341041890618,0.0102023301251015
21,300,12,0.1,0.0151948087031153,0.0258683583956559
21,300,13,0.464158883361278,0.0289789470416487,0.0256539879072562
21,300,14,0.464158883361278,0.0283424780502918,0.0230967932183633
21,300,15,0.1,0.00177282252464996,0.016607910317636
21,300,16,10,0.00375838804681187,0.0294623675511647
21,300,17,0.464158883361278,0.01079246163585,0.0101535547045365
21,300,18,0.464158883361278,0.00637759546343829,0.0135762080832006
21,300,19,0.464158883361278,0.0175326647428314,0.0275778307390631
21,600,1,46.4158883361278,0.0306224894179298,0.01542826748885
21,600,2,0.464158883361278,0.00717411040199457,0.00803821786319802
21,600,3,0.1,0.0364320158499234,0.0283792183564501
21,600,4,0.1,0.0208334205823195,-0.00317589377215132
21,600,5,2.15443469003188,0.0366755607947261,0.0406630770909614
21,600,6,0.464158883361278,0.0519025144826748,0.0368553968304704
21,600,7,46.4158883361278,0.0238245341455261,0.0313978993081239
21,600,8,10,0.0436030384447874,0.037763084480469
21,600,9,100000,0.00887835810124321,0.00405153559941118
21,600,10,46.4158883361278,0.0507410250967042,0.0386000480229351
21,600,11,10,-0.00295642642733213,0.0110586794725154
21,600,12,0.464158883361278,0.0194484641636651,0.0249435639992391
21,600,13,0.464158883361278,0.0311674548716978,0.0253527093302829
21,600,14,10,0.0269111952208428,0.0279530557158184
21,600,15,2.15443469003188,0.00658998864668576,0.017253311094825
21,600,16,2.15443469003188,0.0113825228052954,0.0277002827848804
